City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,fisterra,42.9049,-9.2629,12.56,75,100,2.01,ES,1738787992
363,tazovsky,67.4667,78.7,-20.32,99,33,3.28,RU,1738787993
364,viedma,-40.8135,-62.9967,29.81,24,0,4.96,AR,1738787994
365,hami,42.8,93.45,-7.54,45,0,1.25,CN,1738787996
366,miches,18.9836,-69.0476,24.82,76,52,5.31,DO,1738787997
367,kupang,-10.1667,123.5833,26.32,94,100,0.51,ID,1738787999
368,howard springs,-12.497,131.047,24.95,100,96,2.69,AU,1738788000
369,punta del este,-34.9667,-54.95,22.06,99,100,5.81,UY,1738788001
370,kulhudhuffushi,6.6221,73.07,27.11,75,29,3.85,MV,1738788002
371,ploneour-lanvern,47.9,-4.2833,8.18,81,0,3.09,FR,1738788003
372,shizunai-furukawacho,42.3339,142.3669,0.92,85,100,12.04,JP,1738788004
373,lerwick,60.1545,-1.1494,7.1,78,7,8.34,GB,1738788005
374,tingo maria,-9.2895,-76.0088,31.17,55,40,2.57,PE,1738788006
375,barakani,-12.1356,44.4317,26.83,81,97,7.37,KM,1738788007
376,egilsstadir,65.2653,-14.3948,6.95,70,100,16.46,IS,1738788008
377,sitka,57.0531,-135.33,1.94,60,0,0.0,US,1738787750
378,wanning,18.8003,110.3967,19.02,84,85,2.29,CN,1738787926
379,tambo,-14.8,-73.9167,7.46,91,100,3.85,PE,1738788012
380,chikwawa,-16.0335,34.8009,23.17,80,91,0.98,MW,1738788013
381,den helder,52.9599,4.7593,3.99,93,100,1.03,NL,1738788014
382,udachny,66.4167,112.4,-25.13,100,100,2.01,RU,1738788015
383,peterhof,59.8833,29.9,-3.95,92,100,6.41,RU,1738788016
384,kralendijk,12.15,-68.2667,29.99,58,40,7.2,BQ,1738788017
385,sittwe,20.15,92.9,19.31,56,4,4.66,MM,1738788018
386,fuyu,45.1833,124.8167,-24.65,98,100,2.03,CN,1738787957
387,susanville,40.4163,-120.653,4.91,42,0,6.69,US,1738787799
388,ust'-ilimsk,58.0006,102.6619,-23.79,97,100,2.08,RU,1738788022
389,mengyin,35.7069,117.9264,-5.13,24,15,0.88,CN,1738788023
390,pontian kechil,1.4866,103.3896,23.82,89,100,3.52,MY,1738788024
391,veinticinco de mayo,-35.4323,-60.1727,19.32,85,98,4.81,AR,1738788025
392,melfort,52.8667,-104.6177,-18.93,78,100,1.54,CA,1738788026
393,diamantino,-14.4086,-56.4461,24.82,80,100,3.43,BR,1738788029
394,midvagur,62.0511,-7.1939,8.46,81,100,10.29,FO,1738788030
395,kavaratti,10.5669,72.642,27.03,73,10,3.93,IN,1738788031
396,sarmiento,-45.5882,-69.07,20.49,39,100,12.9,AR,1738788032
397,shuangyang,43.5242,125.6736,-21.14,93,97,1.42,CN,1738787959
398,pervari,37.9357,42.5493,4.64,94,100,1.93,TR,1738788034
399,happy valley-goose bay,53.3168,-60.3315,-16.83,51,0,4.12,CA,1738788035
400,santa cruz,-17.8,-63.1667,33.7,55,20,7.72,BO,1738788036
401,ilha de mocambique,-15.0342,40.7358,26.0,84,100,2.69,MZ,1738788037
402,grande prairie,55.1667,-118.8027,-27.9,69,75,0.0,CA,1738787613
403,susuman,62.7833,148.1667,-44.79,95,68,0.34,RU,1738788040
404,namibe,-15.1961,12.1522,23.25,83,100,2.53,AO,1738788041
405,zahedan,29.4963,60.8629,5.95,31,0,2.06,IR,1738788042
406,ouddorp,51.8117,3.9347,5.55,87,100,3.21,NL,1738788043
407,at taj,24.2049,23.2857,13.78,47,100,4.76,LY,1738788044
408,agdzhabedy,40.0528,47.4614,6.46,69,100,3.47,AZ,1738788045
409,ulladulla,-35.35,150.4667,20.91,82,32,0.41,AU,1738788046
410,aykhal,66.0,111.5,-27.78,100,99,2.07,RU,1738788047
411,piti village,13.4626,144.6933,27.49,82,75,7.2,GU,1738788048
412,gremyachinsk,58.5603,57.851,-18.37,99,100,1.6,RU,1738788050
413,kaliua,-5.0606,31.7936,20.11,89,100,1.28,TZ,1738788051
414,timbuktu,16.7735,-3.0074,23.0,16,70,4.93,ML,1738788052
415,saipan,15.1355,145.701,27.39,78,0,6.17,MP,1738788053
416,khulna,22.8135,89.5672,19.15,64,12,1.21,BD,1738788055
417,essaouira,31.5125,-9.77,16.72,63,0,1.54,MA,1738788056
418,margate,51.3813,1.3862,6.5,86,100,4.36,GB,1738788057
419,kargasok,59.0556,80.8572,-24.0,100,100,1.88,RU,1738788059
420,salinopolis,-0.6136,-47.3561,26.68,79,83,4.74,BR,1738788060
421,byron bay,-28.65,153.6167,22.74,86,29,1.2,AU,1738788061
422,helong,42.5397,128.9972,-21.6,90,10,2.88,CN,1738788062
423,mandera,3.9366,41.867,28.86,30,24,3.8,KE,1738788063
424,kapuskasing,49.4169,-82.4331,-9.95,57,75,8.23,CA,1738788064
425,darlowo,54.421,16.4107,3.77,92,5,5.3,PL,1738788065
426,kanniyakumari,8.0833,77.5667,25.07,76,1,8.0,IN,1738788066
427,castillos,-34.1667,-53.8333,22.99,90,100,3.22,UY,1738788067
428,ulanhot,46.0833,122.0833,-20.04,90,100,1.53,CN,1738788068
429,puerto real,36.5282,-6.1901,13.47,66,0,1.03,ES,1738788070
430,callao,-12.0667,-77.15,26.16,69,0,6.17,PE,1738788071
431,gaiman,-43.2897,-65.4929,28.11,16,93,5.92,AR,1738788072
432,bardai,11.65,7.2333,21.66,11,0,4.52,NG,1738788073
433,kununurra,-15.7667,128.7333,26.99,74,99,3.6,AU,1738788074
434,piracanjuba,-17.3028,-49.0167,24.18,81,99,0.68,BR,1738788075
435,yangambi,0.8102,24.4336,25.03,59,100,0.43,CD,1738788076
436,dabakala,8.3667,-4.4333,29.21,16,28,1.32,CI,1738788077
437,bintulu,3.1667,113.0333,24.23,94,40,0.0,MY,1738788079
438,richfield,44.8833,-93.283,-4.55,62,100,5.66,US,1738788080
439,la foa,-21.7108,165.8276,26.22,81,95,4.41,NC,1738788081
440,vilppula,62.0212,24.5048,1.19,98,100,3.9,FI,1738788082
441,escanaba,45.7453,-87.0646,-2.78,68,20,4.12,US,1738788083
442,salekhard,66.53,66.6019,-16.27,96,100,3.18,RU,1738788084
443,sisimiut,66.9395,-53.6735,-22.28,96,98,2.3,GL,1738788085
444,plastun,44.7561,136.2939,-14.38,58,100,7.32,RU,1738788086
445,vernon,50.2581,-119.2691,-10.31,42,24,1.34,CA,1738787950
446,sandur,15.1,76.55,21.2,51,0,3.85,IN,1738788089
447,walvis bay,-22.9575,14.5053,19.04,79,89,2.81,NA,1738788090
448,malvan,16.0667,73.4667,24.04,67,5,5.02,IN,1738788091
449,madang,-5.2246,145.7966,24.31,92,100,2.29,PG,1738788092
450,choma,-16.8065,26.9531,18.53,77,78,0.53,ZM,1738788093
451,ezhva,61.8128,50.7283,-5.12,93,100,2.0,RU,1738788094
452,howrah,22.5892,88.3103,23.0,88,10,0.0,IN,1738788095
453,akureyri,65.6835,-18.0878,4.96,93,100,22.64,IS,1738788096
454,vilhena,-12.7406,-60.1458,23.12,94,100,3.09,BR,1738788097
455,praia da vitoria,38.7333,-27.0667,18.14,88,20,3.92,PT,1738788099
456,turpan,42.9333,89.1667,-3.89,61,7,0.8,CN,1738788100
457,alotau,-10.3069,150.4462,26.19,86,100,2.92,PG,1738788101
458,manokwari,-0.8667,134.0833,25.96,75,100,1.52,ID,1738788102
459,willmar,45.1219,-95.0433,-7.03,68,75,9.26,US,1738788103
460,morki,56.4303,48.9947,-11.8,94,100,1.81,RU,1738788104
461,vila franca do campo,37.7167,-25.4333,18.27,99,100,2.0,PT,1738788105
462,paranaiba,-19.6772,-51.1908,26.84,72,100,1.7,BR,1738788106
463,gardiner,44.2301,-69.7753,-7.32,43,0,4.12,US,1738788107
464,colonia,50.9333,6.95,4.36,92,100,0.51,DE,1738788109
465,kamaishi,39.2667,141.8833,-3.4,70,46,10.42,JP,1738788110
466,la passe,45.5549,-0.8967,7.51,80,51,5.66,FR,1738788111
467,hadibu,12.65,54.0333,22.01,71,2,4.45,YE,1738788112
468,kas,36.2018,29.6377,6.7,45,14,3.87,TR,1738788113
469,guarapari,-20.6667,-40.4975,25.97,76,1,6.35,BR,1738788115
470,menongue,-14.6585,17.691,18.35,95,99,1.66,AO,1738788116
471,burang,30.25,81.1667,-18.26,79,50,4.19,CN,1738788117
472,lebu,-37.6167,-73.65,19.0,74,1,3.83,CL,1738788118
473,porto murtinho,-21.6989,-57.8825,37.97,29,24,6.35,BR,1738788120
474,quinte west,44.1834,-77.5662,-7.26,58,20,1.54,CA,1738788121
475,homyel',52.4345,30.9754,-2.01,86,100,6.0,BY,1738788122
476,gornyye klyuchi,45.25,133.5,-18.36,97,100,2.69,RU,1738788124
477,pristen',51.2355,36.6959,-3.05,93,95,5.07,RU,1738788125
478,sisteron,44.1876,5.9462,4.52,78,2,2.31,FR,1738788126
479,saint-hyacinthe,45.6168,-72.9491,-13.32,58,100,4.58,CA,1738788127
480,corrientes,-27.4806,-58.8341,40.55,38,40,4.12,AR,1738788129
481,zambezi,-13.5432,23.1047,19.08,97,100,1.42,ZM,1738788130
482,songea,-10.6833,35.65,18.78,96,100,0.99,TZ,1738788131
483,isangel,-19.55,169.2667,27.25,82,100,3.13,VU,1738788132
484,yakeshi,49.2833,120.7333,-37.07,100,100,1.22,CN,1738787950
485,vilalba,43.3,-7.6833,6.48,97,73,1.8,ES,1738788134
486,rundu,-17.9333,19.7667,22.37,66,37,1.62,NA,1738788135
487,kudahuvadhoo,2.6708,72.8944,27.43,70,20,5.07,MV,1738788136
488,bermeo,43.4209,-2.7215,9.77,82,4,1.64,ES,1738788137
489,kilindoni,-7.9139,39.6668,27.16,79,100,7.99,TZ,1738788138
490,bonthe,7.5264,-12.505,25.26,78,13,4.27,SL,1738788140
491,oranjemund,-28.55,16.4333,17.14,84,20,9.47,NA,1738788141
492,malango,-2.9627,119.9001,18.87,92,100,1.53,ID,1738788142
493,jamundi,3.2607,-76.535,26.12,67,81,0.73,CO,1738788143
494,taltal,-25.4,-70.4833,21.43,73,34,2.24,CL,1738788144
495,fukuecho,32.6881,128.8419,3.23,72,100,9.17,JP,1738788083
496,elliot lake,46.3834,-82.6331,-7.06,82,100,2.97,CA,1738788146
497,chandbali,20.7833,86.7667,22.57,88,68,3.03,IN,1738788147
498,umunede,6.2637,6.3116,26.4,70,88,2.57,NG,1738788149
499,angaur state,6.906,134.13,27.32,82,100,6.51,PW,1738788150
500,koshekhabl',44.8972,40.5119,0.58,65,100,6.44,RU,1738788151
501,terrace,54.5163,-128.6035,-10.05,62,20,6.17,CA,1738788152
502,thunder bay,48.4001,-89.3168,-10.01,37,75,1.54,CA,1738788153
503,constantia,44.1833,28.65,-2.39,63,25,6.03,RO,1738788154
504,okanagan,50.3639,-119.35,-11.6,42,48,1.43,CA,1738788155
505,bichena,10.45,38.2,15.99,35,59,1.75,ET,1738788158
506,grand gaube,-20.0064,57.6608,27.43,86,3,4.05,MU,1738788159
507,jayapura,-2.5333,140.7,23.66,92,100,1.65,ID,1738788160
508,taoudenni,22.6783,-3.9836,18.0,16,0,6.24,ML,1738788161
509,plasencia,40.0312,-6.0885,6.03,75,2,1.46,ES,1738788162
510,lethem,3.3803,-59.7968,32.28,46,100,5.58,GY,1738788163
511,linxia chengguanzhen,35.6003,103.2064,-10.93,88,100,1.71,CN,1738788164
512,guacimo,10.2104,-83.6807,29.79,55,6,3.6,CR,1738788165
513,pemba,-12.974,40.5178,24.92,90,100,3.93,MZ,1738788166
514,moyale,3.5167,39.0584,22.6,40,32,6.28,KE,1738788168
515,shalqar,47.8333,59.6,-9.99,89,63,5.48,KZ,1738788169
516,mccook,40.2019,-100.6257,-2.97,74,100,5.14,US,1738788170
517,palmer,42.1584,-72.3287,-1.92,34,20,4.12,US,1738788171
518,kayangel,8.0823,134.7173,27.76,81,100,8.27,PW,1738788172
519,hailsham,50.8622,0.2578,7.08,86,100,0.89,GB,1738788173
520,greymouth,-42.4667,171.2,18.28,72,100,0.8,NZ,1738788174
521,huilong,31.8111,121.655,-0.35,58,26,1.89,CN,1738788175
522,mount darwin,-16.7725,31.5838,20.42,74,100,0.79,ZW,1738788176
523,makinsk,52.6292,70.4169,-9.5,95,100,4.83,KZ,1738788178
524,khachrod,23.4167,75.2833,13.37,35,0,3.91,IN,1738788179
525,prokop'yevsk,53.9059,86.719,-20.56,97,6,2.34,RU,1738788180
526,barguzin,53.6167,109.6167,-28.41,95,85,1.08,RU,1738788181
527,bouza,14.4229,6.0428,23.47,12,15,3.45,NE,1738788182
528,nueva guinea,11.6876,-84.4562,25.26,85,83,7.11,NI,1738788183
529,valparaiso,-33.0393,-71.6273,30.13,35,0,9.77,CL,1738788184
530,magadan,59.5667,150.8,-22.75,72,1,3.18,RU,1738788185
531,dawei,14.0833,98.2,21.56,94,88,1.99,MM,1738788186
532,koysinceq,36.0821,44.6278,7.9,81,100,4.73,IQ,1738788188
533,zeribet el oued,34.6828,6.5111,14.94,49,88,0.98,DZ,1738788189
534,san elizario,31.5851,-106.2728,26.6,11,0,6.17,US,1738788190
535,shasta lake,40.6804,-122.3708,9.4,62,100,0.45,US,1738788191
536,bel ombre,-4.6167,55.4167,26.91,78,40,1.03,SC,1738788192
537,nar'yan-mar,67.6713,53.087,-9.83,93,79,6.91,RU,1738788193
538,santa barbara,34.7333,-120.0343,12.31,56,100,3.09,US,1738788194
539,mana,5.6592,-53.7767,25.53,88,97,4.62,GF,1738788197
540,san jose del cabo,23.0589,-109.6977,26.6,27,0,6.17,MX,1738788198
541,boaco,12.4722,-85.6586,27.8,58,100,9.04,NI,1738788200
542,oyo,7.85,3.9333,27.79,62,34,2.84,NG,1738788201
543,tinajo,29.0788,-13.7081,16.49,72,20,6.17,ES,1738788202
544,rawlins,41.7911,-107.2387,8.94,43,75,12.35,US,1738788203
545,barao de cocais,-19.9458,-43.4872,22.95,69,40,2.02,BR,1738788204
546,aripuana,-9.1667,-60.6333,25.97,95,72,1.09,BR,1738788206
547,new plymouth,-39.0667,174.0833,22.12,100,44,1.08,NZ,1738788018
548,sretensk,52.2453,117.7093,-32.84,100,72,0.07,RU,1738788208
549,la junta,37.985,-103.5438,22.16,16,0,13.89,US,1738788209
550,nurota,40.5614,65.6886,4.09,48,0,1.1,UZ,1738788211
551,tailai,46.3833,123.4,-25.79,97,100,1.93,CN,1738788212
552,jeddah,21.5169,39.2192,25.92,78,20,2.57,SA,1738787807
553,zhangjiakou,40.81,114.8794,-11.37,57,19,4.47,CN,1738787930
554,chibougamau,49.9168,-74.3659,-16.21,66,20,5.66,CA,1738788215
555,alesund,62.4723,6.1549,6.08,75,75,5.14,NO,1738788217
556,clarksville,36.5298,-87.3595,11.92,88,100,2.57,US,1738788219
557,murashi,59.3999,48.9615,-15.08,99,97,1.17,RU,1738788220
558,cestos city,5.46,-9.5828,26.93,83,9,4.65,LR,1738788221
559,nema,57.5067,50.5011,-13.24,96,100,1.75,RU,1738788222
560,forster,-32.1667,152.5167,20.77,97,80,1.5,AU,1738788223
561,abu jibeha,11.4562,31.2285,26.96,22,21,4.58,SD,1738788224
562,mata-utu,-13.2816,-176.1745,28.56,67,81,3.05,WF,1738788226
563,laojunmiao,39.8333,97.7333,-11.25,42,61,2.86,CN,1738788227
564,wurtulla,-26.7568,153.1256,23.36,94,100,0.89,AU,1738788228
565,ilhabela,-23.7781,-45.3581,26.6,84,95,0.34,BR,1738788229
566,morehead city,34.7229,-76.726,10.58,76,100,7.15,US,1738788230
567,ak-suu,42.4995,78.527,-7.3,57,85,4.32,KG,1738788231
568,narra,9.3167,118.4,23.9,88,37,2.75,PH,1738788232
569,tortoli,39.9256,9.6572,10.54,71,100,0.89,IT,1738788233
570,reggane,26.7158,0.1714,16.38,27,0,6.78,DZ,1738788234
571,okha,53.5739,142.9478,-3.13,86,100,12.37,RU,1738788236
572,soe,-9.8607,124.284,18.91,92,91,1.64,ID,1738788237
573,montepuez,-13.1256,38.9997,21.61,99,100,1.03,MZ,1738788238
574,brisas de zicatela,15.8369,-97.0419,30.29,70,0,3.6,MX,1738788239
575,puerto aysen,-45.4,-72.7,11.86,97,100,2.19,CL,1738788240
